Ctrl_Mock_R1_Cell	Ctrl_Mock_R2_Cell	Ctrl_48hpi_R1_Cell	Brf1_Mock_R1_Cell	Brf1_Mock_R2_Cell	Brf1_48hpi_R1_Cell	Brf1_48hpi_R2_Cell	Ctrl_48hpi_R2_Cell	gene_id
PB.3.2450	0	0	1	0	0	3	2	1	gene-MuHV4gp76
PB.3.2451	0	0	1	0	0	1	2	0	gene-MuHV4gp76
PB.3.2452	0	0	1	0	0	0	1	0	gene-MuHV4gp76
PB.3.2453	0	0	0	0	0	1	2	0	gene-MuHV4gp76
PB.3.2454	0	0	1	0	0	1	0	0	gene-MuHV4gp76
PB.3.2455	0	0	0	0	0	2	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2456	0	0	0	0	0	0	3	0	gene-MuHV4gp76
PB.3.2457	0	0	0	0	0	1	1	0	gene-MuHV4gp76
PB.3.2458	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF75b
PB.3.2459	0	0	2	0	0	0	1	0	gene-MuHV4gp76
PB.3.246	0	0	0	0	0	2	3	0	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2460	0	0	2	0	0	1	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2461	0	0	1	0	0	0	1	1	gene-MuHV4gp76
PB.3.2462	0	0	1	0	0	1	0	0	gene-MuHV4gp76
PB.3.2463	0	0	1	0	0	0	1	0	gene-MuHV4gp76
PB.3.2464	0	0	0	0	0	1	1	0	gene-MuHV4gp76
PB.3.2465	0	0	1	0	0	0	2	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2466	0	0	2	0	0	0	1	0	gene-MuHV4gp76
PB.3.2467	0	0	0	0	0	1	1	0	gene-MuHV4gp76
PB.3.2468	0	0	1	0	0	1	0	0	gene-MuHV4gp76
PB.3.2469	0	0	1	0	0	0	1	0	gene-MuHV4gp76
PB.3.247	0	0	0	0	0	2	0	0	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2470	0	0	1	0	0	1	0	0	gene-MuHV4gp76
PB.3.2471	0	0	0	0	0	1	1	1	gene-GAMMAHV.ORF75b
PB.3.2472	0	0	3	0	0	2	4	4	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2473	0	0	1	0	0	0	1	1	gene-MuHV4gp76
PB.3.2474	0	0	29	0	0	106	90	45	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2475	0	0	0	0	0	0	0	2	gene-MuHV4gp76
PB.3.2476	0	0	1	0	0	0	0	1	gene-MuHV4gp76
PB.3.2477	0	0	1	0	0	0	1	0	gene-MuHV4gp76
PB.3.2478	0	0	6	0	0	6	2	2	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2479	0	0	0	0	0	1	2	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.248	0	0	0	0	0	1	4	0	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2480	0	0	1	0	0	0	2	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2481	0	0	9	0	0	19	11	8	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2482	0	0	0	0	0	2	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2483	0	0	1	0	0	0	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2484	0	0	0	0	0	1	1	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2485	0	0	0	0	0	3	2	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2486	0	0	1	0	0	13	11	7	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2487	0	0	4	0	0	12	10	4	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2488	0	0	1	0	0	2	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2489	0	0	0	0	0	2	1	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.249	0	0	2	0	0	0	0	0	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2490	0	0	0	0	0	2	1	2	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2491	0	0	0	0	0	2	2	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2492	0	0	0	0	0	0	2	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2493	0	0	3	0	0	5	1	2	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2494	0	0	0	0	0	0	1	2	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2495	0	0	1	0	0	4	2	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2496	0	0	0	0	0	3	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2497	0	0	1	0	0	1	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2498	0	0	0	0	0	2	4	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2499	0	0	0	0	0	0	4	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.25	0	0	2	0	0	0	0	0	gene-GAMMAHV.M2
PB.3.250	0	0	2	0	0	1	2	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.K3
PB.3.2500	0	0	0	0	0	1	2	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2501	0	0	1	0	0	1	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2502	0	0	0	0	0	2	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2503	0	0	1	0	0	1	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2504	0	0	1	0	0	0	0	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2505	0	0	1	0	0	0	0	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2506	0	0	0	0	0	1	2	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2507	0	0	0	0	0	0	1	2	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2508	0	0	0	0	0	3	0	2	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2509	0	0	9	0	0	7	30	16	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.251	0	0	0	0	0	1	0	1	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2510	0	0	0	0	0	1	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2511	0	0	0	0	0	2	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2512	0	0	0	0	0	1	1	2	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2513	0	0	1	0	0	2	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2514	0	0	0	0	0	0	1	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2515	0	0	0	0	0	1	1	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2516	0	0	0	0	0	1	1	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2517	0	0	0	0	0	1	1	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2518	0	0	0	0	0	2	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2519	0	0	0	0	0	2	1	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.252	0	0	0	0	0	2	0	0	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2520	0	0	0	0	0	4	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2521	0	0	0	0	0	0	2	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2522	0	0	0	0	0	0	0	2	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2523	0	0	1	0	0	0	0	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2524	0	0	1	0	0	2	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2525	0	0	6	0	0	10	24	6	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2526	0	0	54	0	0	89	166	71	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2527	0	0	0	0	0	1	1	2	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2528	0	0	1	0	0	1	0	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2529	0	0	10	0	0	22	50	18	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.253	0	0	1	0	0	5	2	3	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2530	0	0	1	0	0	1	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2531	0	0	5	0	0	7	13	5	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2532	0	0	0	0	0	1	4	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2533	0	0	0	0	0	0	2	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2534	0	0	0	0	0	3	1	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2535	0	0	0	0	0	0	1	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2536	0	0	1	0	0	0	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2537	0	0	0	0	0	2	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2538	0	0	1	0	0	0	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2539	0	0	2	0	0	1	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.254	0	0	0	0	0	0	2	0	gene-GAMMAHV.K3
PB.3.2540	0	0	1	0	0	3	2	2	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2541	0	0	0	0	0	1	1	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2542	0	0	0	0	0	0	2	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2543	0	0	0	0	0	1	0	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2544	0	0	0	0	0	1	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2545	0	0	1	0	0	0	0	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2546	0	0	1	0	0	3	6	3	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2547	0	0	0	0	0	2	1	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2548	0	0	1	0	0	2	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2549	0	0	2	0	0	1	3	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.255	0	0	0	0	0	0	2	0	gene-GAMMAHV.K3
PB.3.2550	0	0	7	0	0	11	9	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2551	0	0	0	0	0	4	6	3	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2552	0	0	4	0	0	6	2	5	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2553	0	0	1	0	0	2	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2554	0	0	0	0	0	1	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2555	0	0	2	0	0	2	3	2	gene-MuHV4gp76
PB.3.2556	0	0	3	0	0	4	2	4	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2557	0	0	0	0	0	2	3	0	gene-MuHV4gp76
PB.3.2558	0	0	0	0	0	3	2	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2559	0	0	3	0	0	0	4	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.256	0	0	0	0	0	0	2	0	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2560	0	0	0	0	0	1	0	1	gene-MuHV4gp76
PB.3.2561	0	0	0	0	0	2	0	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2562	0	0	0	0	0	4	1	0	gene-MuHV4gp76
PB.3.2563	0	0	1	0	0	2	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2564	0	0	4	0	0	0	3	3	gene-MuHV4gp76
PB.3.2565	0	0	5	0	0	5	3	6	gene-MuHV4gp76
PB.3.2566	0	0	1	0	0	2	0	2	gene-MuHV4gp76
PB.3.2567	0	0	2	0	0	5	3	3	gene-MuHV4gp76
PB.3.2568	0	0	0	0	0	0	2	0	gene-MuHV4gp76
PB.3.2569	0	0	0	0	0	1	2	4	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.257	0	0	0	0	0	2	0	0	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2570	0	0	0	0	0	1	1	0	gene-MuHV4gp76
PB.3.2571	0	0	0	0	0	1	0	1	gene-MuHV4gp76
PB.3.2572	0	0	3	0	0	1	0	4	gene-MuHV4gp76
PB.3.2573	0	0	0	0	0	1	1	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2574	0	0	1	0	0	1	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2575	0	0	4	0	0	4	4	2	gene-MuHV4gp76
PB.3.2576	0	0	3	0	0	5	1	0	gene-MuHV4gp76
PB.3.2577	0	0	1	0	0	1	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2578	0	0	0	0	0	1	0	1	gene-MuHV4gp76
PB.3.2579	0	0	0	0	0	0	1	1	gene-MuHV4gp76
PB.3.258	0	0	0	0	0	1	2	0	gene-MuHV4gp50_gene-GAMMAHV.K3
PB.3.2580	0	0	1	0	0	3	4	3	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2581	0	0	1	0	0	1	0	0	gene-MuHV4gp76
PB.3.2582	0	0	0	0	0	2	3	1	gene-MuHV4gp76
PB.3.2583	0	0	1	0	0	2	1	1	gene-MuHV4gp76
PB.3.2584	0	0	0	0	0	1	2	0	gene-MuHV4gp76
PB.3.2585	0	0	0	0	0	1	2	0	gene-MuHV4gp76
PB.3.2586	0	0	0	0	0	1	1	0	gene-MuHV4gp76
PB.3.2587	0	0	1	0	0	0	1	0	gene-MuHV4gp76
PB.3.2588	0	0	0	0	0	2	2	0	gene-MuHV4gp76
PB.3.2589	0	0	2	0	0	2	1	0	gene-MuHV4gp76
PB.3.259	0	0	7	0	0	4	2	2	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2590	0	0	0	0	0	3	3	1	gene-MuHV4gp76
PB.3.2591	0	0	0	0	0	1	1	0	gene-MuHV4gp76
PB.3.2592	0	0	1	0	0	1	0	2	gene-MuHV4gp76
PB.3.2593	0	0	1	0	0	0	1	0	gene-MuHV4gp76
PB.3.2594	0	0	1	0	0	0	0	1	gene-MuHV4gp76
PB.3.2595	0	0	2	0	0	3	2	2	gene-MuHV4gp76
PB.3.2596	0	0	0	0	0	0	3	2	gene-MuHV4gp76
PB.3.2597	0	0	1	0	0	1	1	0	gene-MuHV4gp76
PB.3.2598	0	0	1	0	0	0	1	0	gene-MuHV4gp76
PB.3.2599	0	0	1	0	0	1	0	0	gene-MuHV4gp76
PB.3.26	0	0	0	0	0	2	0	0	gene-GAMMAHV.M2_gene-MuHV4gp60_gene-GAMMAHV.ORF59_gene-GAMMAHV.ORF60
PB.3.260	0	0	0	0	0	2	0	0	gene-GAMMAHV.K3
PB.3.2600	0	0	0	0	0	1	1	1	gene-MuHV4gp76
PB.3.2601	0	0	0	0	0	1	2	0	gene-MuHV4gp76
PB.3.2602	0	0	2	0	0	0	1	0	gene-MuHV4gp76
PB.3.2603	0	0	1	0	0	0	1	0	gene-MuHV4gp76
PB.3.2604	0	0	2	0	0	0	1	2	gene-MuHV4gp76
PB.3.2605	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF75b
PB.3.2606	0	0	0	0	0	0	1	1	gene-MuHV4gp76
PB.3.2607	0	0	1	0	0	2	1	0	gene-MuHV4gp76
PB.3.2608	0	0	0	0	0	1	1	0	gene-MuHV4gp76
PB.3.2609	0	0	7	0	0	5	3	0	gene-MuHV4gp76
PB.3.261	0	0	1	0	0	0	1	1	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2610	0	0	3	0	0	3	2	0	gene-MuHV4gp76
PB.3.2611	0	0	2	0	0	0	0	0	gene-MuHV4gp76
PB.3.2612	0	0	1	0	0	2	0	1	gene-MuHV4gp76
PB.3.2613	0	0	0	0	0	1	1	2	gene-GAMMAHV.ORF75b
PB.3.2614	0	0	1	0	0	0	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2615	0	0	0	0	0	1	1	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2616	0	0	0	0	0	1	0	1	gene-MuHV4gp76
PB.3.2617	0	0	0	0	0	2	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2618	0	0	2	0	0	3	2	2	gene-GAMMAHV.ORF75b
PB.3.2619	0	0	1	0	0	1	0	0	gene-MuHV4gp76
PB.3.262	0	0	1	0	0	1	1	0	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2620	0	0	0	0	0	0	1	2	gene-MuHV4gp76
PB.3.2621	0	0	1	0	0	1	1	0	gene-MuHV4gp76
PB.3.2622	0	0	1	0	0	1	0	0	gene-MuHV4gp76
PB.3.2623	0	0	1	0	0	1	0	1	gene-MuHV4gp76
PB.3.2624	0	0	0	0	0	1	1	0	gene-MuHV4gp76
PB.3.2625	0	0	3	0	0	1	8	4	gene-MuHV4gp76
PB.3.2626	0	0	0	0	0	0	3	0	gene-MuHV4gp76
PB.3.2627	0	0	0	0	0	1	1	0	gene-MuHV4gp76
PB.3.2628	0	0	0	0	0	1	0	2	gene-MuHV4gp76
PB.3.2629	0	0	0	0	0	1	1	0	gene-MuHV4gp76
PB.3.263	0	0	177	0	0	315	266	120	gene-GAMMAHV.K3
PB.3.2630	0	0	1	0	0	1	0	1	gene-MuHV4gp76
PB.3.2631	0	0	0	0	0	2	0	1	gene-GAMMAHV.ORF75b
PB.3.2632	0	0	1	0	0	0	1	0	gene-MuHV4gp76
PB.3.2633	0	0	0	0	0	0	2	0	gene-MuHV4gp76
PB.3.2634	0	0	0	0	0	1	1	1	gene-MuHV4gp76
PB.3.2635	0	0	0	0	0	2	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2636	0	0	1	0	0	0	0	1	gene-MuHV4gp76
PB.3.2637	0	0	2	0	0	0	0	0	gene-MuHV4gp76
PB.3.2638	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF75b
PB.3.2639	0	0	1	0	0	0	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.264	0	0	0	0	0	2	1	0	gene-GAMMAHV.K3
PB.3.2640	0	0	0	0	0	0	1	1	gene-MuHV4gp76
PB.3.2641	0	0	0	0	0	1	1	0	gene-MuHV4gp76
PB.3.2642	0	0	1	0	0	2	1	0	gene-MuHV4gp76
PB.3.2643	0	0	1	0	0	3	3	2	gene-MuHV4gp76
PB.3.2644	0	0	1	0	0	1	1	1	gene-MuHV4gp76
PB.3.2645	0	0	1	0	0	0	1	0	gene-MuHV4gp76
PB.3.2646	0	0	9	0	0	5	5	3	gene-MuHV4gp76
PB.3.2647	0	0	0	0	0	2	1	0	gene-MuHV4gp76
PB.3.2648	0	0	0	0	0	2	1	1	gene-MuHV4gp76
PB.3.2649	0	0	0	0	0	0	2	1	gene-MuHV4gp76
PB.3.265	0	0	2	0	0	0	0	0	gene-GAMMAHV.K3
PB.3.2650	0	0	10	0	0	13	9	13	gene-MuHV4gp76
PB.3.2651	0	0	1	0	0	0	0	2	gene-MuHV4gp76
PB.3.2652	0	0	0	0	0	0	1	1	gene-MuHV4gp76
PB.3.2653	0	0	0	0	0	1	1	1	gene-MuHV4gp76
PB.3.2654	0	0	1	0	0	1	2	2	gene-MuHV4gp76
PB.3.2655	0	0	1	0	0	4	5	5	gene-MuHV4gp76
PB.3.2656	0	0	1	0	0	0	2	0	gene-MuHV4gp76
PB.3.2657	0	0	3	0	0	2	5	1	gene-MuHV4gp76
PB.3.2658	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF75b
PB.3.2659	0	0	2	0	0	5	0	2	gene-MuHV4gp76
PB.3.266	0	0	0	0	0	1	2	0	gene-GAMMAHV.ORF66_gene-MuHV4gp15
PB.3.2660	0	0	0	0	0	0	1	2	gene-MuHV4gp76
PB.3.2661	0	0	1	0	0	1	2	1	gene-MuHV4gp76
PB.3.2662	0	0	0	0	0	0	1	1	gene-MuHV4gp76
PB.3.2663	0	0	1	0	0	0	1	0	gene-MuHV4gp76
PB.3.2664	0	0	0	0	0	2	3	1	gene-MuHV4gp76
PB.3.2665	0	0	0	0	0	0	2	0	gene-MuHV4gp76
PB.3.2666	0	0	0	0	0	1	2	5	gene-MuHV4gp76
PB.3.2667	0	0	1	0	0	2	2	1	gene-MuHV4gp76
PB.3.2668	0	0	0	0	0	0	1	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2669	0	0	2	0	0	2	1	1	gene-MuHV4gp76
PB.3.267	0	0	0	0	0	1	1	1	gene-MuHV4gp50_gene-MuHV4gp15
PB.3.2670	0	0	1	0	0	2	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2671	0	0	2	0	0	5	2	1	gene-MuHV4gp76
PB.3.2672	0	0	1	0	0	1	1	0	gene-MuHV4gp76
PB.3.2673	0	0	1	0	0	1	1	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2674	0	0	2	0	0	0	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2675	0	0	1	0	0	0	0	1	gene-MuHV4gp76
PB.3.2676	0	0	0	0	0	1	1	1	gene-MuHV4gp76
PB.3.2677	0	0	0	0	0	0	0	4	gene-MuHV4gp76
PB.3.2678	0	0	1	0	0	2	0	0	gene-MuHV4gp76
PB.3.2679	0	0	3	0	0	4	0	2	gene-MuHV4gp76
PB.3.268	0	0	1581	0	0	3529	3098	1413	gene-MuHV4gp15
PB.3.2680	0	0	3	0	0	0	0	1	gene-MuHV4gp76
PB.3.2681	0	0	3	0	0	1	0	0	gene-MuHV4gp76
PB.3.2682	0	0	0	0	0	2	0	0	gene-MuHV4gp76
PB.3.2683	0	0	0	0	0	2	2	1	gene-MuHV4gp76
PB.3.2684	0	0	3	0	0	3	5	2	gene-MuHV4gp76
PB.3.2685	0	0	1	0	0	1	0	0	gene-MuHV4gp76
PB.3.2686	0	0	2	0	0	3	0	2	gene-MuHV4gp76
PB.3.2687	0	0	1	0	0	4	1	2	gene-MuHV4gp76
PB.3.2688	0	0	0	0	0	1	1	0	gene-MuHV4gp76
PB.3.2689	0	0	0	0	0	4	0	0	gene-MuHV4gp76
PB.3.269	0	0	6	0	0	2	0	0	gene-GAMMAHV.ORF66_gene-MuHV4gp15
PB.3.2690	0	0	0	0	0	2	1	0	gene-MuHV4gp76
PB.3.2691	0	0	1	0	0	1	1	2	gene-MuHV4gp76
PB.3.2692	0	0	5	0	0	6	8	3	gene-MuHV4gp76
PB.3.2693	0	0	0	0	0	1	1	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2694	0	0	1	0	0	0	0	1	gene-MuHV4gp76
PB.3.2695	0	0	2	0	0	6	13	11	gene-MuHV4gp76
PB.3.2696	0	0	6	0	0	2	10	5	gene-MuHV4gp76
PB.3.2697	0	0	1	0	0	0	0	1	gene-MuHV4gp76
PB.3.2698	0	0	0	0	0	2	0	0	gene-MuHV4gp76
PB.3.2699	0	0	1	0	0	2	2	1	gene-MuHV4gp76
PB.3.27	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF67
PB.3.270	0	0	0	0	0	1	2	0	gene-MuHV4gp17_gene-MuHV4gp15
PB.3.2700	0	0	0	0	0	2	0	0	gene-MuHV4gp76
PB.3.2701	0	0	0	0	0	0	2	2	gene-MuHV4gp76
PB.3.2702	0	0	0	0	0	1	0	3	gene-MuHV4gp76
PB.3.2703	0	0	0	0	0	1	1	1	gene-MuHV4gp76
PB.3.2704	0	0	1	0	0	1	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2705	0	0	0	0	0	1	1	0	gene-MuHV4gp76
PB.3.2706	0	0	0	0	0	2	1	0	gene-MuHV4gp76
PB.3.2707	0	0	3	0	0	4	5	2	gene-MuHV4gp76
PB.3.2708	0	0	0	0	0	0	0	2	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2709	0	0	1	0	0	1	2	1	gene-MuHV4gp76
PB.3.271	0	0	0	0	0	1	1	1	gene-GAMMAHV.ORF66_gene-MuHV4gp15
PB.3.2710	0	0	1	0	0	0	0	1	gene-MuHV4gp76
PB.3.2711	0	0	4	0	0	1	2	0	gene-MuHV4gp76
PB.3.2712	0	0	1	0	0	2	1	0	gene-MuHV4gp76
PB.3.2713	0	0	0	0	0	4	3	0	gene-MuHV4gp76
PB.3.2714	0	0	0	0	0	0	0	2	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2715	0	0	2	0	0	1	5	1	gene-MuHV4gp76
PB.3.2716	0	0	2	0	0	0	2	2	gene-MuHV4gp76
PB.3.2717	0	0	5	0	0	4	4	5	gene-MuHV4gp76
PB.3.2718	0	0	0	0	0	1	0	1	gene-MuHV4gp76
PB.3.2719	0	0	0	0	0	2	0	0	gene-MuHV4gp76
PB.3.272	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF66_gene-MuHV4gp15
PB.3.2720	0	0	4	0	0	2	2	0	gene-MuHV4gp76
PB.3.2721	0	0	1	0	0	0	0	2	gene-MuHV4gp76
PB.3.2722	0	0	1	0	0	4	5	1	gene-MuHV4gp76
PB.3.2723	0	0	1	0	0	2	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2724	0	0	1	0	0	2	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2725	0	0	0	0	0	1	2	0	gene-MuHV4gp76
PB.3.2726	0	0	1	0	0	3	6	1	gene-GAMMAHV.ORF75b
PB.3.2727	0	0	1	0	0	0	1	0	gene-MuHV4gp76
PB.3.2728	0	0	1	0	0	0	3	0	gene-MuHV4gp76
PB.3.2729	0	0	4	0	0	6	2	1	gene-MuHV4gp76
PB.3.273	0	0	0	0	0	3	0	0	gene-GAMMAHV.ORF66_gene-MuHV4gp15
PB.3.2730	0	0	1	0	0	5	0	4	gene-MuHV4gp76
PB.3.2731	0	0	0	0	0	1	1	0	gene-MuHV4gp76
PB.3.2732	0	0	1	0	0	8	2	0	gene-MuHV4gp76
PB.3.2733	0	0	2	0	0	0	0	0	gene-MuHV4gp76
PB.3.2734	0	0	0	0	0	0	2	0	gene-MuHV4gp76
PB.3.2735	0	0	4	0	0	5	1	1	gene-MuHV4gp76
PB.3.2736	0	0	4	0	0	4	0	1	gene-MuHV4gp76
PB.3.2737	0	0	1	0	0	1	0	0	gene-MuHV4gp76
PB.3.2738	0	0	2	0	0	4	2	2	gene-MuHV4gp76
PB.3.2739	0	0	0	0	0	0	3	0	gene-MuHV4gp76
